age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,workclass_Federal-gov,workclass_Local-gov,workclass_Private,workclass_Self-emp-inc,workclass_Self-emp-not-inc,workclass_State-gov,workclass_Without-pay,workclass_nan,education_10th,education_11th,education_12th,education_1st-4th,education_5th-6th,education_7th-8th,education_9th,education_Assoc-acdm,education_Assoc-voc,education_Bachelors,education_Doctorate,education_HS-grad,education_Masters,education_Preschool,education_Prof-school,education_Some-college,education_nan,marital-status_Divorced,marital-status_Married-AF-spouse,marital-status_Married-civ-spouse,marital-status_Married-spouse-absent,marital-status_Never-married,marital-status_Separated,marital-status_Widowed,marital-status_nan,occupation_Adm-clerical,occupation_Armed-Forces,occupation_Craft-repair,occupation_Exec-managerial,occupation_Farming-fishing,occupation_Handlers-cleaners,occupation_Machine-op-inspct,occupation_Other-service,occupation_Priv-house-serv,occupation_Prof-specialty,occupation_Protective-serv,occupation_Sales,occupation_Tech-support,occupation_Transport-moving,occupation_nan,relationship_Husband,relationship_Not-in-family,relationship_Other-relative,relationship_Own-child,relationship_Unmarried,relationship_Wife,relationship_nan,race_Amer-Indian-Eskimo,race_Asian-Pac-Islander,race_Black,race_Other,race_White,race_nan,sex_Female,sex_Male,sex_nan,native-country_Cambodia,native-country_Canada,native-country_China,native-country_Columbia,native-country_Cuba,native-country_Dominican-Republic,native-country_Ecuador,native-country_El-Salvador,native-country_England,native-country_France,native-country_Germany,native-country_Greece,native-country_Guatemala,native-country_Haiti,native-country_Holand-Netherlands,native-country_Honduras,native-country_Hong,native-country_Hungary,native-country_India,native-country_Iran,native-country_Ireland,native-country_Italy,native-country_Jamaica,native-country_Japan,native-country_Laos,native-country_Mexico,native-country_Nicaragua,native-country_Outlying-US(Guam-USVI-etc),native-country_Peru,native-country_Philippines,native-country_Poland,native-country_Portugal,native-country_Puerto-Rico,native-country_Scotland,native-country_South,native-country_Taiwan,native-country_Thailand,native-country_Trinadad&Tobago,native-country_United-States,native-country_Vietnam,native-country_Yugoslavia,native-country_nan
-0.022101370297223047,0.0007658987569727009,0.08407366795353008,-0.021655833538022366,-0.005933283736965121,-0.034953348474581106,-0.0003631559959363574,5.359372359110364e-05,0.0007984296165166789,-0.0015311646262397367,0.0016773463360042935,0.0001277952802186125,0.0,0.0,6.133018874832843e-05,0.0008123683422371537,2.9679125632456137e-05,5.0609018579040964e-05,0.00020502977311151788,0.0008314988192407952,0.0002654326346224555,-2.568769597925343e-05,-9.227789461487747e-05,0.024071112363637886,-0.0004049063428297591,0.006388179953642651,-0.0015255068972684564,0.0,-0.001713118189447624,-0.0007560301102608733,0.0,0.006523773548852213,0.0,0.04873450731607283,6.608767651250387e-05,0.031034396834834062,9.30172514771696e-05,0.0004026348053779448,0.0,0.0006927197692347503,0.0,0.0020308260633019855,-0.012188547642666536,0.0016137499405104337,0.0008625876668921848,0.0005589998922574448,0.004144867723784517,5.097403262983663e-06,-0.006368651384418817,-9.581363401275594e-05,-0.0032535585672294988,-0.0005584526252551105,-0.017391894290376415,0.0,0.042015039753105034,0.008532409752428437,0.000575264316456427,0.0078038403067534215,0.0032766937125854934,-0.004076023993491261,0.0,3.3288469352307672e-06,-0.00035207145378244724,0.00013968444393086893,-3.197296786263292e-08,-0.0001452143274073675,0.0,0.005604327359322999,0.008998082535237855,0.0,0.0,-6.453668632261546e-06,7.990381153138412e-06,0.0,0.0,0.0,0.0,1.0328483915736134e-06,-1.4044105015787983e-06,0.0,-3.37809899651333e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1620250817237628e-06,0.0,0.0,1.4965623868652593e-06,0.0,-7.608559698327117e-07,0.0,0.0006463374681545229,0.0,0.0,0.0,0.0,0.0,0.0,-1.2729777758863038e-06,0.0,0.0,0.0,0.0,0.0,-0.011629066457266048,0.0,0.0,0.0
0.011601775015138236,0.00029377103098837687,-0.02131421461386207,-0.017537521031427805,-0.004477334717580881,-0.018153543843100133,-0.00026719528515633113,-0.00033114221099010487,0.003376849838753576,-0.0011283343217516532,0.00019880810430271837,-4.106194972312202e-06,0.0,0.0,0.00020276627699980314,0.00020120191327952896,7.429561735220964e-06,1.6876717877989136e-05,4.086321728407747e-05,0.00028756961472239863,2.9624695015212814e-05,-9.598673448576815e-06,-7.951660599549981e-05,-0.0036844333152913963,-0.0004896135283528503,-0.0071046288240719565,-0.0014077338160311962,0.0,-0.0015033827455799799,-0.00042039092109562423,0.0,0.0034579686977828147,0.0,-0.03710314899681008,-1.6862182298693592e-05,0.014248661040622335,0.0005075927604574049,-0.0032665785685481465,0.0,0.0006241467177464385,0.0,0.0004888002707742478,-0.0061185217867322835,0.0004651014925609051,0.00037759811552496664,0.0004553228637413916,-0.027318985928848682,2.0434567855178374e-05,-0.005786239794182459,-0.0001181674155928811,-0.000342026555615009,-0.00018340914414663093,1.9125332607964336e-06,0.0,-0.03238693422688391,0.0033407032538270336,0.0002813868266358208,0.0038851567433074584,-0.019669451128125535,-0.00537866218384785,0.0,-5.691476304311102e-06,-2.9632567669559597e-05,-0.0039919882572936605,1.2599293728184988e-06,-0.0014931355075177382,0.0,-0.009094064324879282,-0.030576011503934474,0.0,0.0,-1.4918464245831765e-05,4.064316048107848e-06,0.0,0.0,0.0,0.0,6.953240033305501e-07,-1.3863012947221994e-06,0.0,-1.2656471952113286e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.942032632731312e-07,0.0,0.0,4.5684997635223276e-07,0.0,-3.5494870394107895e-06,0.0,0.00019536541583705446,0.0,0.0,0.0,0.0,0.0,0.0,-1.1906152084311515e-05,0.0,0.0,0.0,0.0,0.0,0.00026624504499880153,0.0,0.0,0.0
0.017450483605002228,0.0015580596821470531,-0.02428047978451546,-0.021520408418198314,-0.006242721963334407,0.0286429022653574,-0.0005025184229793027,-0.000110874049491056,0.004323760048263635,-0.0017396124504257587,-0.011870005960892424,0.00021897069006081323,0.0,0.0,0.0003022181944157702,0.0004601152435981161,2.8470459792847558e-05,3.409057690174651e-05,0.00012235511382658126,0.0008139971454565024,0.00032891817959748693,-0.0004049751456229075,-0.00022757303806872543,-0.006471174815948874,-0.0006283269644888055,0.005572794766320375,-0.0029273536761363042,0.0,-0.002306970616344186,-0.0011010382679704075,0.0,0.0065557226982608146,0.0,0.04568216742547431,5.65851795740207e-05,0.027639022713781346,0.00037475876231702655,0.00046796533465461363,0.0,-0.0005402099355066483,0.0,0.0008398701088298934,-0.011452082930350134,0.0016459037206464136,0.0006729502405305203,0.0007578794341995752,0.004376819283447414,5.866510242370573e-06,-0.010872760659653277,-6.810192100080067e-05,-0.0011709520020866488,-0.00047338957574193194,-0.014416113297458504,0.0,0.03181826387300329,0.009918775656795883,0.0006764469830721415,0.0076470683480456825,0.0036647080040833214,-0.0029632802035314096,0.0,3.414984379921999e-06,9.376676678486981e-06,0.0002838652923193346,1.0206288571060078e-07,0.00033768044573559446,0.0,0.0046206578509403505,0.011927724047703866,0.0,0.0,-5.417439975701053e-06,9.257788324302873e-06,0.0,0.0,0.0,0.0,9.142321639459683e-07,-4.6838225337379843e-07,0.0,-4.230586547786603e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2845808168801828e-07,0.0,0.0,1.4002371643145528e-06,0.0,-5.341395255535455e-07,0.0,0.0007699738657729565,0.0,0.0,0.0,0.0,0.0,0.0,-2.558172873738506e-06,0.0,0.0,0.0,0.0,0.0,0.0004420955916671662,0.0,0.0,0.0
0.014642692998877221,-0.00033139993507673264,-0.026345296157496218,-0.02082369404682399,-0.005290267904346842,-0.02104692659660759,-0.00032929974323239655,0.00012362928446071097,0.007069935347690341,-0.0012596470260174783,-0.0093010535992966,0.00012658376953345914,0.0,0.0,0.00019411511856373388,0.00023961000421016392,5.807885804038056e-06,1.3958629389200645e-05,6.843786054122324e-05,0.0002560120914577368,0.0001528454322038271,9.688085463791408e-06,-0.00010532543423464416,-0.0031201372208471984,-0.0007340400761966427,-0.009611866552915668,-0.0013979027732477344,0.0,-0.001779771471507855,-0.0005256511480573164,0.0,0.0033020140602105733,0.0,-0.03327576881880568,-1.0257127372620921e-05,0.017973578938974683,0.0003255516380400899,0.002009352463503263,0.0,0.0006044943518805023,0.0,0.0007832636768345707,-0.007158944075840807,-0.012359047294849655,0.0007168792184093714,0.0008239005078052502,0.002579896865996142,1.5119103715696081e-05,-0.007643146279303385,-5.074151957532401e-05,-0.0007467382077520271,-0.000315366352062112,5.0155257412760395e-05,0.0,-0.04293661890405556,-0.021616573561291926,0.00032507569204539877,0.004788037135368438,0.0017012222950412276,-0.003356259329724601,0.0,-2.5222083185626675e-06,-9.37725122254759e-05,0.0006781779734573317,4.4809731247796215e-07,0.0005302883527111546,0.0,0.0042950953361795795,0.013100857797752764,0.0,0.0,-2.1873512733529644e-05,1.8395409427768804e-06,0.0,0.0,0.0,0.0,2.7298839492215707e-06,-8.497215557577176e-07,0.0,-1.6359843472841075e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.7179861430379336e-06,0.0,0.0,6.488996363287578e-07,0.0,-3.5439195270566634e-06,0.0,0.0003776584993643647,0.0,0.0,0.0,0.0,0.0,0.0,-1.3688489262461061e-05,0.0,0.0,0.0,0.0,0.0,0.0002801935789549705,0.0,0.0,0.0
-0.029555418648514315,-0.00022484905003097389,-0.016020034335738054,-0.01630531111354087,-0.003038391615363823,-0.006809862149551882,-0.0002645380078783116,-0.00010851417835803891,-0.0012635929511348764,-0.0006957773006640094,0.0002200884699033924,3.2688280361373483e-05,0.0,0.0,7.594975010740365e-05,0.0001889463807971481,1.655340965565766e-05,9.411636746523567e-06,1.4658356516472256e-05,0.0002613463178427481,9.055853853398409e-05,-2.5862939808226884e-05,-8.021769762831251e-05,-0.002431824013184383,-0.0004543357627778844,0.0030399194855088023,-0.0014743407435483542,0.0,-0.0013243579575783258,0.0013368603439196912,0.0,0.002377943628663049,0.0,-0.0444197908285634,7.407201211632856e-06,-0.03905535810668031,7.224237210980571e-05,0.00014807449798643677,0.0,-0.001252424268887908,0.0,0.00033783055127356034,-0.006014967583524878,0.00046136239482756397,0.0003212138694871742,0.00034880384705247196,0.002137833240572932,1.4659131719494186e-05,-0.0046116246545538035,-0.00013920016789385027,-0.00022082089813371526,-0.00024308653839031044,0.00026800828707320605,0.0,-0.029405295598619173,0.0014958529254072079,0.00021086468754563843,-0.023724814309737927,0.00164923307389085,-0.0046661102004136555,0.0,-1.983518271530908e-05,0.00037501595720250793,0.0003147457112996778,-2.359371273532349e-06,-0.0017298283191450412,0.0,-0.00570876134362814,-0.012902208118969785,0.0,0.0,-1.6612707459812056e-05,-1.4154724380852263e-06,0.0,0.0,0.0,0.0,6.769022434003661e-07,-4.79578215100026e-06,0.0,-2.8280438903744013e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4669116311724123e-06,0.0,0.0,6.765940677125235e-07,0.0,-3.5494870394107895e-06,0.0,0.0002263682236136629,0.0,0.0,0.0,0.0,0.0,0.0,-3.6769631313975844e-06,0.0,0.0,0.0,0.0,0.0,-0.0014346360934111842,0.0,0.0,0.0
-0.003489733921002776,-0.0003156235089303216,-0.019392474664204688,-0.01947878405167927,-0.0039297652212292285,-0.014778762766734305,-0.00038317785724100323,0.00024897976696357975,0.006716087204207646,-0.0011282033415609869,0.0005838881147339674,0.00018426872663007232,0.0,0.0,0.0001579965804658016,0.0002580633289662115,1.0853454837357169e-05,1.980630407049071e-05,5.110517732742313e-05,0.0002615312889507115,5.108732186200984e-05,-9.754589839777518e-06,-9.46430969647055e-05,-0.003237862145919185,-0.0006960899991219512,0.004770917454133875,-0.0019355124256568343,0.0,-0.0017372426912613652,6.88021269666377e-05,0.0,-0.01714333815668051,0.0,-0.0456328744327439,1.0065382733873124e-05,0.016247410846048423,0.00014303902371187494,0.000255251612575211,0.0,-0.0034844548117520416,0.0,0.000592857660636514,-0.0070054811893509525,0.0005737567156827263,0.00033900718760773355,0.00035613638503134156,0.0034362984769801238,1.0366601906856502e-05,-0.0049669215104108785,-0.00015883467214493506,-0.0004031323703473118,-0.00018133120072795516,0.0002108166344524394,0.0,-0.03699859391085986,-0.013539368394112315,0.00021663455873862581,0.004202665623811586,0.003832593876745334,-0.00582543728850624,0.0,-1.2331754616346523e-06,-2.680504857137278e-05,0.0004790904650540732,2.2415082172242448e-08,0.0005567010115983482,0.0,-0.008681448378443425,-0.024868195555794496,0.0,0.0,-2.3302621121347858e-05,-2.5301378005611945e-06,0.0,0.0,0.0,0.0,2.47992249815552e-06,-4.789559608516772e-06,0.0,-2.8280438903744013e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.724562733498084e-06,0.0,0.0,6.488996363287578e-07,0.0,-3.5494870394107895e-06,0.0,0.00021054094402259921,0.0,0.0,0.0,0.0,0.0,0.0,-4.086208278878991e-06,0.0,0.0,0.0,0.0,0.0,0.00018117469223546398,0.0,0.0,0.0
0.021889468069424853,-0.0013531573220678435,-0.034703353711257705,-0.02279139002031442,-0.006853997286248478,0.02725296202936739,-0.0005538371789975777,-6.401813973190557e-05,-0.0020396145014848787,-0.0011708483691014369,0.0007013068521139302,7.24471774654032e-05,0.0,0.0,0.00019844258174424393,0.0004747214082167351,1.3309493839954513e-06,3.8266745304061606e-05,0.00013368413608626318,0.0008412084315892472,0.00033747087278770396,-5.784416467517074e-06,-0.0003807350809434136,-0.007438721310071646,-0.0005311043358077981,-0.009089741997860995,-0.0022563868737464,0.0,-0.001935913551109389,-0.0007756256979836293,0.0,0.005783402430791052,0.0,0.03981507550551233,5.0178332736723895e-05,0.026398613791632157,0.00033152584022063953,0.0003419434855861649,0.0,-0.00036815059557353177,0.0,0.000349971399677085,-0.012633808589724137,-0.03639809885289481,0.0009492598083722396,0.0008049054157019351,0.0038868723190742358,4.068376292373249e-06,-0.009739763740169551,-0.00014151928670449456,-0.0013120456518385848,-0.00030210944382685103,0.0009183989795980597,0.0,0.031322954240175366,0.009776285341255382,0.0006220165491351308,0.008337573723913933,0.0028864323323106846,-0.0029640728981533476,0.0,5.3217915115223e-06,4.963685061240226e-06,0.000355538319616925,-9.43448134784819e-08,0.0005002732561188742,0.0,0.004903601357757954,0.0152890804072547,0.0,0.0,-5.483211602477648e-06,9.170235175669839e-06,0.0,0.0,0.0,0.0,6.958846961863344e-07,-7.048625709207498e-07,0.0,-8.638630901097884e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1349163737114212e-06,0.0,0.0,4.333187054334974e-06,0.0,-5.341395255535455e-07,0.0,0.0007974335477700154,0.0,0.0,0.0,0.0,0.0,0.0,3.196977147031621e-06,0.0,0.0,0.0,0.0,0.0,0.0006180379489505088,0.0,0.0,0.0
-0.019340399633668442,-0.0023877091390030083,-0.04308293992073805,-0.020791900677157523,-0.004931836797069297,-0.00872720192603333,-0.0005656432136273632,0.006628885650896717,0.005920473521071252,-0.0015309389586682506,0.0013776671765427166,0.00031161065861180364,0.0,0.0,-0.006229626015073021,0.0005226262766281493,1.2698789258239044e-05,3.088825441216253e-05,0.00015367649237615566,0.0009724149622223048,0.00033697577307201617,-7.924195457402812e-05,-0.00026317643919841825,-0.007088883173154429,-0.0007300362992479616,0.003027489165526445,-0.003339533406565962,0.0,-0.0024788323967009506,-0.0036274506945542617,0.0,0.005264162871868515,0.0,0.045041603342972095,6.672655226869185e-05,0.026894932441977017,0.00018615613332815552,0.00044036394973256027,0.0,-0.0007029529324875913,0.0,-0.010838785811845334,-0.00996014420820421,0.0014913638150029932,0.0006839420499308456,0.0011649183709206993,0.004913122990903941,4.235834905888392e-06,-0.007669262072634328,-0.00021298783548510407,-0.0010113978306501212,-0.00032609637743161743,0.0007332472584009383,0.0,0.036066532225797886,0.00838344073997652,0.0005367177692887456,0.00674303587046717,0.0035720114300456197,-0.0028936657756171856,0.0,4.206076747988602e-06,2.017291691276576e-05,0.000542900263339726,2.02199145789844e-07,0.0002605315060514893,0.0,0.004974416761850992,0.010113503180631806,0.0,0.0,-7.041534659015546e-06,8.63844646998539e-06,0.0,0.0,0.0,0.0,8.576027850340555e-07,-1.4044105015787983e-06,0.0,-3.816150574123113e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.865832041167528e-06,0.0,0.0,1.4002371643145528e-06,0.0,-7.608559698327117e-07,0.0,0.000641690298602259,0.0,0.0,0.0,0.0,0.0,0.0,1.5319091795990361e-06,0.0,0.0,0.0,0.0,0.0,0.00044842472018227796,0.0,0.0,0.0
-0.036344878333428005,-0.00020072384606164239,-0.021625662936289945,-0.01728394643063677,-0.0033128271246724073,-0.017419402303505263,-0.00022968070100039283,-5.7822023664081656e-05,-0.0018550544263329846,-0.0007414228658023015,0.0002996739943778129,7.256133871153972e-05,0.0,0.0,6.500376183472989e-05,-0.004988562366658227,1.0218247801368412e-05,7.821830909620705e-06,3.2986647342774246e-05,0.00026964034199819086,0.00010242194768680395,-1.6265270864610021e-06,-8.53146062453835e-05,-0.00224493079858103,-0.00044436968995945243,0.0027040427995558393,-0.0013124426168942592,0.0,-0.0014346716510114299,-0.000627254074444558,0.0,0.001769393285931256,0.0,-0.03798216003087973,6.758776799134598e-06,-0.03941324319990206,9.733590412868644e-05,1.9816896680417117e-05,0.0,0.00022276364506378514,0.0,0.0004462990901381841,-0.006117612720672233,0.0004401755189666036,0.00040473373816535155,0.0003536117329288223,0.0018887640374465114,6.250906039053978e-06,-0.0045324959809231674,-8.972893096595865e-05,-0.0003698148121147743,-0.00018531407146806192,-0.002987948172134671,0.0,-0.028414180098301198,0.0013015500726338233,0.00023498226752187445,-0.0281921059422517,0.0009548709471583594,-0.0031788223414219823,0.0,-2.220366527370689e-06,-1.3308030977615906e-05,0.00021849478966029604,-2.3865268175610057e-06,0.00021720650560981864,0.0,0.0024799621196653684,0.005296551461766144,0.0,0.0,-2.760337004775672e-05,-2.64000875013681e-06,0.0,0.0,0.0,0.0,6.924730570499042e-07,-4.79578215100026e-06,0.0,-2.8280438903744013e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5823774294575773e-06,0.0,0.0,6.765940677125235e-07,0.0,-3.5439195270566634e-06,0.0,0.00025113182461881505,0.0,0.0,0.0,0.0,0.0,0.0,-1.8675146666228902e-05,0.0,0.0,0.0,0.0,0.0,0.00023989348167218833,0.0,0.0,0.0
0.017703873321838953,-0.001765783033539475,0.08894230651089988,-0.021998372099606475,-0.0044376679923019005,0.020493848839242712,-0.00024316645529567373,0.0009706510573247815,-0.0024775831412604497,-0.0009415995545426323,0.0004720233513792842,0.00043923084528676613,0.0,0.0,0.000343905737382084,0.00034072772135745346,6.3963323780128245e-06,4.4330483155943596e-05,0.00010121496522500852,0.00029658704129030636,0.000156405684789903,0.00016846803672154265,-2.0784384557482906e-05,0.0007134434807074847,-0.0005243344753812897,0.012319796284179483,0.0036913153071954806,0.0,0.07042644410850252,0.0017590435682295845,0.0,-0.0267829751420107,0.0,-0.058569668207771174,4.995868529619561e-05,0.014222519352089381,8.704131098868776e-05,0.0004970701662852703,0.0,0.001382682128121926,0.0,0.0004944267973707748,-0.0067611403174878985,0.0005509856508050649,0.0005182292127849919,0.0004821539199177386,0.005296427769850059,1.733291892522346e-06,0.02932131799206465,-2.9120648386393772e-05,-0.0004740578641128987,-9.109083813316255e-05,0.0003093753829377776,0.0,-0.043051071015140385,-0.0009178075919512668,0.0004658076318855852,0.005690542505584652,-0.025027426565517753,-0.009067299470475819,0.0,3.6427998492226874e-06,7.792828440897772e-05,0.0012882653762681254,2.420571174082337e-07,0.00033491052723727863,0.0,-0.02480110644346902,-0.04661860972170397,0.0,0.0,-1.0965642972691276e-05,1.7129927883933925e-05,0.0,0.0,0.0,0.0,2.4893497905182177e-06,-1.3863012947221994e-06,0.0,-3.73747712940931e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.699470003168548e-06,0.0,0.0,1.174156811926697e-06,0.0,-5.653851179031872e-07,0.0,0.00024190456822806324,0.0,0.0,0.0,0.0,0.0,0.0,-3.7264575813401756e-06,0.0,0.0,0.0,0.0,0.0,0.0004521054196168614,0.0,0.0,0.0
